nomor,message
280524, ndek ingi kan wes menonton kisah nabi sesok ngko menonton kisah jepang
280524, lololo
280524, seneng ku kisah anak ibu dari us bos
310524, null
310524,stk20240315wa0027.webp file attached
310524, genah kui senyum nok
310524, emang eakkk
060624,you removed alfian candra
060624, you removed angga prasetyo
060624, you removed dizzo violeta
060624, you removed nirot
060624,temen² aku mau ngasih info ke kalian tolong responnya ya.
ini kan besok selasa kita terakhir pkl ya aku rencana kepingin ada kenang² an buat pra kalo kita pernah pkl disana vendel sire lah sama kayak kelompok sebelah tapi mungkin bahan e beda, kalian mau ga?
060624, tolong responnya ya biar aku juga cepet ambil keputusan
060624,iyo
060624, ok ini aku harga ne masih kurang tahu berapa pastinya besok masih tak coba chat ke tokonya ya makasih responnya
060624, wokeiii
060624,oh ya 6282228293243 katanya kelompok e kita masih ada hutang ke angga 25k buat ganti jajan yang pkl sebelumnya
060624, terakhir kapan to
060624, kita pkl day terakhir selasa besok
060624, sesok iki
060624, sama 6282134657795 62895364907264  besok selasa kalo bisa foto langsung di up di drive ya mau langsung tak cetak biar bisa di stample sama pra ya meskipun enggak juga gpp si sebenernya
060624,  iya dino
060624,  okok
060624, yaa siap
070624, guyss vandelnya udah dipesen 140 itu udh sama boxnya diprint pake uv vandelnya akrilik bahannya sama nanti mau bawa parcel buah itu harganya 150k an nah nanti iurannya kalo buat vendel parcel per 30k tapi nunggu apakah ada sisa dari iurannya yang bayar angga buat jajan yang kmrn
070624,okay
070624, hari selasa tolong siapin uangnya yg pas yah ini sementara di talangin dulu
070624,  1. monica 5k
070624, iku uang sng tak bawa
070624,  jadi kalo di total semua pertemuan kurang berapa nad?
070624, kan awale adw iruran 10k per pertemuan
070624, lha iki total e 6 atau 7 pertemuan?
070624, 7 sudah termasuk survey
070624,  tapi nk 7 pertemuan dikali 10k kan 70k lha 70k dikali 10 anak 700 loo
070624,  opo ga kakehan?
070624,  5k ajapertemuan
070624, jadi total iuran 350k kan cukup kok buat beli vendel  parcel  sisanya buat print dan jilid
070624,  okey
070624,  reminder
080624,guys buat ganti uang e angga itu udah diganti alja 15k aku 5k sama anggun 5k. jadi ga perlu nanti ganti ke angga
080624, oalah okei deh
080624, jadi nanti orang kan 35k aku anggun sama alja dikorting ya jadi tinggal bayar sisanya buat genap 35k
080624, okeei
090624, info
,13.30 udh mulai pengajian
,masjid belakang kantor kepala desa gagak sipat
100624, your security code with alja changed. tap to learn more.
110624,  img20240611wa0000.jpg file attached
,parcel nya udh ya total nya rp.150.000
110624, okee makasii nai
110624, makasih nya jgn ke aku doang weh supirre gak km ucapin terimakasih kah?
110624,  yoo terimakasih semuaa
110624,  stk20240604wa0005.webp file attached
110624, iya
110624, stk20240208wa0007.webp file attached
110624, nanti kamu sama naira bawa parcel e
110624, stk20240330wa0003.webp file attached
110624, img20240611wa0001.jpg file attached
110624, oke
110624, wihh keren makasiih
110624, stk20240603wa0004.webp file attached
110624, siap2 otw jam 1
110624, iyaa
110624, share lok
110624, belakang balai desa
110624,  location
110624,  lali panggone
140624, guys jadinya iuran e kapan ini?
140624, la kapan
140624,  coba tanya nadia
140624, ngko awan yo kenek bar jam e pak husni
140624, boleh
140624,  klau tf bisa g
140624,  iuran e 30k yaa
140624, iya siap
140624, aku kan kemarin udah 5k kan terus bayar ke angga 5k juga sama vendel 140k sama parcel e aku nambahi 50k. jadine potongan e aku berapa?
140624, aku juga parcel nya nambahi 100k sama kemarin aku 10k jdnya nya aku potongan e brp?
140624, uang e balik ke kamu 170
140624, ca ok
140624, 80k
140624,  ok
140624, km pake bank apa ?
140624, bni
140624, km pake bank apa?
140624, bni
140624, siapa yang bri?
140624, seng balik ng aku ogak enek to
140624,  null
140624,  stk20240614wa0000.webp file attached
140624, enk seng bank e bri raa?
140624, aku tambah 10k to?
140624,  yoo
140624, lahh opo njir kok reply aku
140624,  salah kirim
140624,  stk20240103wa0017.webp file attached
140624,  iki balik 175 mon
140624, ca iya
140624,  iki uang iuran e kurang loo
140624, tambahi nad
140624,  ketuane no nambahi
140624, jarene gelem wonge nak po kek ii pap
140624, alah padune koe sing pengen
140624,  ora anjir
140624, alja seng gelem
140624,  y kan 1 foto sejuta
140624,  stk20230110wa0192.webp file attached
140624,  teke
230624,  laporane piye?
230624, udah setengah jalan
230624,  tinggal dikit² sabar
230624, sudah
230624,  tak kirim nanti malem yaaa
,lagi ga pegang laptop aku
230624,  iyohhh
230624, eh bentar mo tanya sekalian yang di website pklpp diisi gak?
230624, di isi apa to?
230624, itu per orang apa per kelompok?
230624,  ya kayak agenda kegiatan e apa aja
230624, semua kayak e
230624, laporan e nanti tu dijilid atau dikirim pdf? dimana?
230624,  di jilid
230624, eh tak tau deng
230624, la emang leh ngumpulne ngd
230624, ohh yo 6282147205734 iki kan pj ne
230624, assalamualaikum
,utk pengumpulan laporan akhir kuliah praktek lapangan paling lambat dikumpulkan pekan depan ya hari ahad depan tgl 30 juni jam 12.00 malam
230624, la itu tulisan e cuma gitu tok ga ada keterangan dimana e
230624,langgeh
230624, 6282147205734 tanya ne ja
230624, blm dijawab
230624, img20240623wa0002.jpg file attached
230624, sistem?
230624, sistem apa? web pklpp itu kah? atau gform?
230624, ya
230624, sek semua? apa salah satu? yang agenda kegiatan e itu sekalian diisi apa enggak?
230624, web
230624, itu web e yang bagian mana?
230624, laporan pkl kemuh.pdf file attached
230624,  itu kegiatan 3 dan 5 ga dimasukin sekalian?
230624, ke 3 5 i yg mana?
230624, yang ketiga pas jadi panitia sama tang ke 5 tu yang penutupan
230624, survey
230624, oh itu kegiatan e udh tak jelaskan di bagian hasil rapat pimpinan i. tapi ga tak buat subbab sendiri soal e aku nurut di pedoman
230624,  ya udah gpp tapi foto² nya masukin aja
230624, okee
230624,  gae tambah²
230624, ada lagi ga?
230624,  sama tanggal di kata pengantar disesuaikan hari ini aja
230624, oke oke
240624, ini kayane anggotane kurang 1 bagian cover e this message was edited
240624, siapa da?
240624, ketuane
240624, nim e berapa da?
240624, 177
240624,  oke oke this message was edited
240624, media omitted
,karo nomer e iki rada dispace ga sih ben ra tumpuk²
240624, dah itu tok
240624, makasii gess
240624, stk20240201wa0005.webp file attached
240624,  media omitted
240624, ada 2 deng
240624, stk20240401wa0001.webp file attached
260624, this message was deleted
270624, guys laporan udah tak taruh di drive ya
270624, tanya pak ketua sekaligus pj
270624, 6282147205734 tadi bu yeti udah kita tanyai kan nah itu dikirim nya bentuk link gitu. ini dikirim perwakilan aja atau semua?
050924, your security code with alja changed. tap to learn more.
110924, your security code with aldino dewa ndaru changed. tap to learn more.
180924, your security code with alja changed. tap to learn more.
081124, your security code with aldino dewa ndaru changed. tap to learn more.
091124,  your security code with   changed. tap to learn more.
101124, your security code with   changed. tap to learn more.
